id;name;muscleGroup;equipment;movementPattern;level;goals;defaultSets;repsMin;repsMax;restSeconds;tags;alternatives
wger-1477-seated-corkscrew;Seated Corkscrew;Core;none (bodyweight exercise);Core;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;20;60;wger|core|none-bodyweight-exercise|obliquus-externus-abdominis|rectus-abdominis;
wger-1478-levitation-crunch;Levitation Crunch;Core;none (bodyweight exercise);Core;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;20;60;wger|core|none-bodyweight-exercise|rectus-abdominis;
wger-1479-sit-up-elbow-thrust;Sit Up Elbow Thrust;Core;none (bodyweight exercise);Core;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;20;60;wger|core|none-bodyweight-exercise|obliquus-externus-abdominis|rectus-abdominis;
wger-1480-lying-triceps-extensions;Lying Triceps Extensions;Arms;Barbell;Isolation;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;15;75;wger|arms|barbell|isolation|triceps-brachii;
wger-1481-drag-pushdown;Drag Pushdown;Arms;Barbell;Isolation;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;15;75;wger|arms|barbell|isolation|triceps-brachii;
wger-1482-dumbbell-cheat-curl;Dumbbell Cheat Curl;Arms;Dumbbell;Isolation;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;15;75;wger|arms|dumbbell|isolation|biceps-brachii;
wger-1483-bizeps-curls-trifecta;Bizeps Curls Trifecta;Arms;Dumbbell;Isolation;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;15;75;wger|arms|dumbbell|isolation|biceps-brachii;
wger-1484-omni-cable-cross-over;Omni Cable Cross-over;Chest;Barbell;HorizontalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|chest|barbell|horizontalpush|pectoralis-major;
wger-1485-rocking-triceps-pushdown;Rocking Triceps Pushdown;Arms;Barbell;Isolation;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;15;75;wger|arms|barbell|isolation|triceps-brachii;
wger-1486-alternating-high-cable-row;Alternating High Cable Row;Back;Bodyweight;Pull;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|back|bodyweight|pull|latissimus-dorsi;
wger-1487-hyper-y-w-combo;Hyper Y W Combo;Back;Bodyweight;Pull;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|back|bodyweight|pull|latissimus-dorsi;
wger-1488-dumbbell-pullover;Dumbbell Pullover;Back;Dumbbell;Pull;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|back|dumbbell|pull|latissimus-dorsi;
wger-1489-plank-jacks;Plank Jacks;Core;Bodyweight;Core;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;20;60;wger|core|bodyweight|gluteus-maximus|obliquus-externus-abdominis|rectus-abdominis;
wger-1490-lying-triceps-kickback;Lying Triceps Kickback;Arms;Dumbbell;Isolation;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;15;75;wger|arms|dumbbell|isolation|triceps-brachii;
wger-1491-remada-unilateral-no-cabo;Remada unilateral no cabo;Back;Bodyweight;Pull;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|back|bodyweight|pull|latissimus-dorsi;
wger-1492-high-row;High Row;Back;Bodyweight;Pull;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|back|bodyweight|pull|latissimus-dorsi;
wger-1493-bayesian-curl;Bayesian Curl;Arms;Bodyweight;Isolation;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;15;75;wger|arms|bodyweight|isolation|biceps-brachii;
wger-1496-db-upper-chest-variation;DB Upper Chest Variation;Chest;Dumbbell;HorizontalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|chest|dumbbell|horizontalpush|pectoralis-major;
wger-1497-db-underhand-bench-press;DB Underhand bench press;Chest;Bench;HorizontalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|chest|bench|horizontalpush|pectoralis-major;
wger-1498-elbows-tucked-db-bench-press;Elbows Tucked DB Bench Press;Arms;Bench;Isolation;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;15;75;wger|arms|bench|isolation|triceps-brachii;
wger-1500-db-ucv;DB UCV;Chest;Dumbbell;HorizontalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|chest|dumbbell|horizontalpush|pectoralis-major;
wger-1501-alternative-db-gorilla-rows;Alternative DB Gorilla rows;Back;Dumbbell;Pull;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|back|dumbbell|pull|latissimus-dorsi;
wger-1502-db-cross-body-hammer-curls;DB Cross Body Hammer Curls;Arms;Dumbbell;Isolation;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;15;75;wger|arms|dumbbell|isolation|biceps-brachii;
wger-1503-dumbbell-frog-press;Dumbbell Frog Press;Legs;Dumbbell;Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|dumbbell|squat|gluteus-maximus;
wger-1504-dumbbell-bradford-press;Dumbbell Bradford press;Shoulders;Dumbbell;VerticalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|shoulders|dumbbell|verticalpush|anterior-deltoid;
wger-1689-cable-fly-middle-chest;Cable Fly Middle Chest;Chest;Bodyweight;HorizontalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|chest|bodyweight|horizontalpush|pectoralis-major;
wger-1690-cable-fly-upper-chest;Cable Fly Upper Chest;Chest;Bodyweight;HorizontalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|chest|bodyweight|horizontalpush|pectoralis-major;
wger-1508-high-incline-smith-machine-press;High-Incline Smith Machine Press;Chest;Bodyweight;HorizontalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|chest|bodyweight|horizontalpush|anterior-deltoid|pectoralis-major|triceps-brachii;
wger-1509-cable-tricep-kickback;Cable Tricep Kickback;Arms;Bodyweight;Isolation;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;15;75;wger|arms|bodyweight|isolation|triceps-brachii;
wger-1510-neutral-grip-lat-pulldown;Neutral Grip Lat Pulldown;Back;Bodyweight;Pull;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|back|bodyweight|pull|latissimus-dorsi;
wger-1511-kong-curl;Kong Curl;Arms;Dumbbell;Isolation;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;15;75;wger|arms|dumbbell|isolation|biceps-brachii;
wger-1512-drop-curl;Drop Curl;Arms;Dumbbell;Isolation;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;15;75;wger|arms|dumbbell|isolation|biceps-brachii;
wger-1513-overhead-cable-tricep-extension;Overhead Cable Tricep Extension;Arms;Bodyweight;Isolation;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;15;75;wger|arms|bodyweight|isolation|triceps-brachii;
wger-1514-lateral-walk;Lateral Walk;Back;Bodyweight;Pull;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|back|bodyweight|pull|gluteus-maximus;
wger-1515-leg-press-toe-press;Leg Press Toe Press;Legs;Bodyweight;Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|bodyweight|squat|gastrocnemius;
wger-1516-handstand;Handstand;Shoulders;Bodyweight;VerticalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|shoulders|bodyweight|verticalpush|anterior-deltoid;
wger-1691-cable-fly-lower-chest;Cable Fly Lower Chest;Chest;Bodyweight;HorizontalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|chest|bodyweight|horizontalpush|pectoralis-major;
wger-1692-incline-smith-press;Incline Smith Press;Chest;Bench;HorizontalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|chest|bench|horizontalpush|pectoralis-major;
wger-1519-overhead-triceps-extension;Overhead Triceps Extension;Arms;Barbell;Isolation;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;15;75;wger|arms|barbell|isolation|trapezius;
wger-1693-incline-static-hold;Incline Static Hold;Chest;Dumbbell;HorizontalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|chest|dumbbell|horizontalpush|pectoralis-major;
wger-1521-pendular-hack;Pendular hack;Legs;Bodyweight;Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|bodyweight|squat;
wger-1694-flat-machine-press;Flat Machine Press;Chest;Bench;HorizontalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|chest|bench|horizontalpush|pectoralis-major;
wger-1523-sled-push;Sled Push;Other;Bodyweight;Bodyweight;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|other|bodyweight|gastrocnemius|gluteus-maximus|quadriceps-femoris;
wger-1524-battle-ropes;Battle Ropes;Arms;Bodyweight;Bodyweight;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|arms|bodyweight|biceps-femoris|gluteus-maximus|latissimus-dorsi;
wger-1525-ball-slams;Ball Slams;Back;Bodyweight;Bodyweight;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|back|bodyweight|latissimus-dorsi|obliquus-externus-abdominis|rectus-abdominis;
wger-1526-ski-machine;Ski Machine;Other;Bodyweight;Bodyweight;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|other|bodyweight|gastrocnemius|latissimus-dorsi|trapezius;
wger-1527-pendulum-squat;Pendulum Squat;Legs;none (bodyweight exercise);Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|none-bodyweight-exercise|squat|quadriceps-femoris;
wger-1528-glute-drive;Glute Drive;Legs;Bodyweight;Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|bodyweight|squat|gluteus-maximus;
wger-1529-toes-to-bar;Toes to bar;Core;Bodyweight;Core;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;20;60;wger|core|bodyweight;
wger-1530-lying-dumbbell-curls;Lying Dumbbell Curls;Arms;Bench;Isolation;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;15;75;wger|arms|bench|isolation|biceps-brachii;
wger-1531-cable-curls;Cable Curls;Arms;none (bodyweight exercise);Isolation;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;15;75;wger|arms|none-bodyweight-exercise|isolation|biceps-brachii;
wger-1695-pull-ups-wide-grip;Pull-Ups (Wide Grip);Back;none (bodyweight exercise);Pull;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|back|none-bodyweight-exercise|pull|latissimus-dorsi;
wger-1698-barbell-row-overhand;Barbell Row (Overhand);Back;Barbell;Pull;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|back|barbell|pull|latissimus-dorsi;
wger-1699-barbell-row-underhand;Barbell Row (Underhand);Back;Barbell;Pull;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|back|barbell|pull|latissimus-dorsi;
wger-1536-delt-stretch;Delt Stretch;Shoulders;Bodyweight;VerticalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|shoulders|bodyweight|verticalpush|anterior-deltoid;
wger-1537-pull-up-isometric-hold;Pull-up Isometric Hold;Back;Bodyweight;Pull;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|back|bodyweight|pull|biceps-brachii|latissimus-dorsi|trapezius;
wger-1700-barbell-romanian-deadlift-rdl;Barbell Romanian Deadlift (RDL);Back;Barbell;Pull;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|back|barbell|pull|latissimus-dorsi;
wger-1701-one-arm-heavy-row;One-Arm Heavy Row;Back;Dumbbell;Pull;Advanced;FatLoss|Definition|MuscleGain|Fitness;4;6;10;120;wger|back|dumbbell|pull|latissimus-dorsi;
wger-1702-jalon-al-pecho-con-agarre-ancho;Jalón al pecho con agarre ancho;Back;Bodyweight;Pull;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|back|bodyweight|pull|latissimus-dorsi|trapezius;
wger-1703-patadas-traseras;Patadas traseras;Arms;Bench;Isolation;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;15;75;wger|arms|bench|isolation|triceps-brachii;
wger-1542-wide-pull-up;Wide Pull Up;Back;Bodyweight;Pull;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|back|bodyweight|pull|latissimus-dorsi;
wger-1704-tuck-l-sit;Tuck L-sit;Core;Bench;Core;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;20;60;wger|core|bench|rectus-abdominis;
wger-1545-archer-pull-up;Archer Pull Up;Back;Bodyweight;Pull;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|back|bodyweight|pull|latissimus-dorsi;
wger-1546-larsen-press;Larsen Press;Chest;Barbell;HorizontalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|chest|barbell|horizontalpush|pectoralis-major;
wger-1706-bulgarian-squat-with-dumbbells;Bulgarian Squat with Dumbbells;Legs;Dumbbell;Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|dumbbell|squat|gluteus-maximus|quadriceps-femoris;
wger-1548-stair-master;Stair Master;Arms;none (bodyweight exercise);Other;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|arms|none-bodyweight-exercise|other|biceps-femoris|gastrocnemius|gluteus-maximus;
wger-1707-elevacion-lateral-polea;Elevación lateral polea;Back;Bench;Pull;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|back|bench|pull|anterior-deltoid;
wger-1710-butchers-block-stretch;Butchers Block Stretch;Shoulders;Bench;VerticalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|shoulders|bench|verticalpush|latissimus-dorsi;
wger-1554-clap-push-up;Clap Push-UP;Chest;none (bodyweight exercise);HorizontalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|chest|none-bodyweight-exercise|horizontalpush|pectoralis-major;
wger-1711-sleeper-stretch;Sleeper Stretch;Shoulders;none (bodyweight exercise);VerticalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|shoulders|none-bodyweight-exercise|verticalpush|anterior-deltoid;
wger-1551-push-up;Push-Up;Chest;none (bodyweight exercise);HorizontalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|chest|none-bodyweight-exercise|horizontalpush|pectoralis-major;
wger-1556-devils-press;Devil’s Press;Shoulders;Dumbbell;VerticalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|shoulders|dumbbell|verticalpush|anterior-deltoid|gluteus-maximus|pectoralis-major;
wger-1572-bird-dog;Bird Dog;Core;none (bodyweight exercise);Core;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;20;60;wger|core|none-bodyweight-exercise|rectus-abdominis;
wger-1573-ab-wheel;Ab wheel;Core;none (bodyweight exercise);Core;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;20;60;wger|core|none-bodyweight-exercise|rectus-abdominis;
wger-1574-schwimmen;Schwimmen;Other;Bodyweight;Bodyweight;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|other|bodyweight;
wger-1575-standing-dowel-shoulder-press;Standing Dowel Shoulder press;Shoulders;Barbell;VerticalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|shoulders|barbell|verticalpush;
wger-1576-snap-down;Snap Down;Legs;Bodyweight;Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|bodyweight|squat|biceps-femoris|gluteus-maximus|quadriceps-femoris;
wger-1577-bretzel-stretch;Bretzel stretch;Back;Bodyweight;Pull;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|back|bodyweight|pull|gluteus-maximus;
wger-1578-hip-hinge;Hip hinge;Legs;Barbell;Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|barbell|squat|biceps-femoris|gluteus-maximus;
wger-1579-bronco;Bronco;Other;none (bodyweight exercise);Other;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|other|none-bodyweight-exercise;
wger-1580-perpendicular-unilateral-landmine-row;Perpendicular Unilateral Landmine Row;Shoulders;Barbell;VerticalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|shoulders|barbell|verticalpush|anterior-deltoid|trapezius;
wger-1581-trap-press;Trap press;Shoulders;Barbell;VerticalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|shoulders|barbell|verticalpush|trapezius;
wger-1582-side-laying-interior-rotation;Side-laying interior rotation;Shoulders;Barbell;VerticalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|shoulders|barbell|verticalpush|trapezius;
wger-1583-supine-press;Supine press;Back;Barbell;Pull;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|back|barbell|pull|trapezius;
wger-1584-march-or-jog-in-place;March or jog in place;Arms;none (bodyweight exercise);Other;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|arms|none-bodyweight-exercise|other|biceps-femoris|gastrocnemius|gluteus-maximus;
wger-1589-estiramiento-de-piernas-y-cadera;Estiramiento de piernas y cadera;Legs;none (bodyweight exercise);Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|none-bodyweight-exercise|squat|biceps-femoris|gluteus-maximus|quadriceps-femoris;
wger-1590-estiramiento-de-brazos-y-cuello;Estiramiento de brazos y cuello;Core;none (bodyweight exercise);Core;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;20;60;wger|core|none-bodyweight-exercise|anterior-deltoid|trapezius|triceps-brachii;
wger-1591-respiracion-profunda-de-pie-o-sentado;Respiración profunda (de pie o sentado);Chest;none (bodyweight exercise);HorizontalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|chest|none-bodyweight-exercise|horizontalpush|obliquus-externus-abdominis|rectus-abdominis;
wger-1592-meditacion-guiada-o-libre;Meditación guiada o libre;Other;none (bodyweight exercise);Other;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|other|none-bodyweight-exercise;
wger-1593-smith-machine-split-squat;Smith Machine Split Squat;Legs;Barbell;Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|barbell|squat|biceps-femoris|quadriceps-femoris;
wger-1696-pull-ups-neutral-grip;Pull-Ups (Neutral Grip);Back;Bodyweight;Pull;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|back|bodyweight|pull|latissimus-dorsi;
wger-1709-reverse-fly-standing;Reverse Fly Standing;Shoulders;Resistance band;VerticalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|shoulders|resistance-band|verticalpush|anterior-deltoid|trapezius;
wger-1712-horizontal-shoulder-flexion-stretch;Horizontal Shoulder Flexion Stretch;Shoulders;none (bodyweight exercise);VerticalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|shoulders|none-bodyweight-exercise|verticalpush|pectoralis-major;
wger-1719-jalon-caballero-unialteral;Jalon caballero unialteral;Back;Dumbbell;Pull;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|back|dumbbell|pull|brachialis|obliquus-externus-abdominis;
wger-1938-cat-cow;Cat-Cow;Back;Bodyweight;Pull;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|back|bodyweight|pull;
wger-1602-dumbbell-scaption;Dumbbell Scaption;Shoulders;Dumbbell;VerticalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|shoulders|dumbbell|verticalpush|trapezius;
wger-1603-leg-curl-with-elastic;Leg curl with elastic;Legs;Resistance band;CalfRaise;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;15;75;wger|legs|resistance-band|calfraise|gastrocnemius;
wger-1604-sliding-lateral-lunge;Sliding Lateral Lunge;Legs;Barbell;Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|barbell|squat|biceps-femoris|gluteus-maximus|quadriceps-femoris;
wger-1605-copenhagen-adduction-exercise;Copenhagen Adduction Exercise;Legs;Bench;Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|bench|squat|gluteus-maximus|quadriceps-femoris;
wger-1606-arm-raises-t-y-i;Arm Raises (T/Y/I);Arms;none (bodyweight exercise);Isolation;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;15;75;wger|arms|none-bodyweight-exercise|isolation|anterior-deltoid|latissimus-dorsi|serratus-anterior;
wger-1607-typewriter-pull-ups;Typewriter Pull-ups;Back;none (bodyweight exercise);Pull;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|back|none-bodyweight-exercise|pull|biceps-brachii|latissimus-dorsi;
wger-1608-bodyweight-biceps-curl;Bodyweight Biceps Curl;Arms;none (bodyweight exercise);Isolation;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;15;75;wger|arms|none-bodyweight-exercise|isolation|biceps-brachii;
wger-1723-glute-kickback-machine;Glute Kickback (Machine);Legs;Bodyweight;Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|bodyweight|squat|gluteus-maximus;
wger-1724-standing-adduction-cable;Standing Adduction (Cable);Legs;Bodyweight;Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|bodyweight|squat;
wger-1725-seated-row-machine;Seated Row (Machine);Back;Bodyweight;Pull;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|back|bodyweight|pull|latissimus-dorsi;
wger-1612-kettlebell-sumo-deadlift;kettlebell sumo deadlift;Legs;Kettlebell;Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|kettlebell|squat|biceps-femoris|gluteus-maximus|quadriceps-femoris;
wger-1613-rubber-band-glute-kickback;rubber band glute kickback;Legs;Resistance band;Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|resistance-band|squat|gluteus-maximus;
wger-1615-treadmill-cardio;Treadmill Cardio;Other;none (bodyweight exercise);Other;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|other|none-bodyweight-exercise;
wger-1616-patada-de-burro-con-mancuerna;Patada de burro con mancuerna;Legs;Dumbbell;Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|dumbbell|squat|biceps-femoris|gluteus-maximus;
wger-1952-smr-glutes-lax-ball;SMR Glutes (lax ball);Legs;Bodyweight;Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|bodyweight|squat;
wger-1618-cardio-en-bicicleta-estatica;Cardio en bicicleta estática;Other;none (bodyweight exercise);Other;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|other|none-bodyweight-exercise;
wger-1726-straight-arm-pulldown-cable;Straight-Arm Pulldown (Cable);Back;Bodyweight;Pull;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|back|bodyweight|pull|latissimus-dorsi;
wger-1620-seated-dumbbell-calf-raise;Seated Dumbbell Calf Raise;Legs;Dumbbell;CalfRaise;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;15;75;wger|legs|dumbbell|calfraise|gastrocnemius;
wger-1621-unilateral-cable-row;Unilateral Cable row;Back;Bench;Pull;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|back|bench|pull|latissimus-dorsi|serratus-anterior;
wger-1727-side-straight-arm-pulldown-cable;Side Straight-Arm Pulldown (Cable);Back;Bodyweight;Pull;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|back|bodyweight|pull|latissimus-dorsi;
wger-1728-shoulder-internal-rotation-cable;Shoulder Internal Rotation (Cable);Shoulders;Bodyweight;VerticalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|shoulders|bodyweight|verticalpush|anterior-deltoid;
wger-1729-shoulder-external-rotation-cable;Shoulder External Rotation (Cable);Shoulders;Bodyweight;VerticalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|shoulders|bodyweight|verticalpush|anterior-deltoid;
wger-1730-side-lateral-raise-cable;Side Lateral Raise (Cable);Back;Bodyweight;Pull;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|back|bodyweight|pull|latissimus-dorsi;
wger-1731-front-raise-cable;Front Raise (Cable);Shoulders;Bodyweight;VerticalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|shoulders|bodyweight|verticalpush|anterior-deltoid;
wger-1732-face-pulls-with-yellow-green-band;Face pulls with yellow/green band;Back;Resistance band;Pull;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|back|resistance-band|pull|latissimus-dorsi;
wger-1733-isometric-squat-to-failure;Isometric Squat to Failure;Legs;none (bodyweight exercise);Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|none-bodyweight-exercise|squat|gluteus-maximus|quadriceps-femoris;
wger-1734-single-leg-lunge-with-kettlebell;Single-Leg Lunge with Kettlebell:;Legs;Kettlebell;Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|kettlebell|squat|gastrocnemius|gluteus-maximus|quadriceps-femoris;
wger-1735-single-leg-side-glute-press;Single-leg side glute press;Legs;Bench;Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|bench|squat|gastrocnemius|gluteus-maximus|quadriceps-femoris;
wger-1737-assisted-chin-ups;Assisted chin-ups;Back;Bodyweight;Pull;Beginner;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|back|bodyweight|pull;
wger-1738-neutral-grip-pull-ups-or-trx-rows;Neutral-grip pull-ups or TRX rows;Arms;Bodyweight;Isolation;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;15;75;wger|arms|bodyweight|isolation|latissimus-dorsi;
wger-1739-shrimp-squad;Shrimp Squad;Legs;none (bodyweight exercise);Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|none-bodyweight-exercise|squat;
wger-1741-l-sit-pull-ups;L-Sit Pull-ups;Arms;none (bodyweight exercise);Isolation;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;15;75;wger|arms|none-bodyweight-exercise|isolation;
wger-1742-back-lever;Back Lever;Back;Bodyweight;Pull;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|back|bodyweight|pull;
